elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
388.087228,2026/05/30 15:37:14.179,0,NVIDIA B200,98,29,17742,183359,788.70,45
389.108273,2026/05/30 15:37:15.200,0,NVIDIA B200,99,31,17742,183359,789.88,46
390.128914,2026/05/30 15:37:16.221,0,NVIDIA B200,98,30,17742,183359,791.19,45
391.154008,2026/05/30 15:37:17.244,0,NVIDIA B200,99,30,17742,183359,790.51,45
392.177231,2026/05/30 15:37:18.269,0,NVIDIA B200,98,30,17742,183359,789.42,45
393.206593,2026/05/30 15:37:19.292,0,NVIDIA B200,98,30,17742,183359,792.70,45
394.228675,2026/05/30 15:37:20.319,0,NVIDIA B200,98,29,17742,183359,790.91,45
395.256567,2026/05/30 15:37:21.346,0,NVIDIA B200,99,27,17742,183359,804.90,45
396.279224,2026/05/30 15:37:22.370,0,NVIDIA B200,99,27,17742,183359,810.44,46
397.298649,2026/05/30 15:37:23.392,0,NVIDIA B200,98,30,17742,183359,804.39,45
398.320953,2026/05/30 15:37:24.413,0,NVIDIA B200,98,28,17742,183359,790.57,46
399.343977,2026/05/30 15:37:25.436,0,NVIDIA B200,99,31,17742,183359,795.15,46
400.364537,2026/05/30 15:37:26.456,0,NVIDIA B200,98,30,17742,183359,794.98,46
401.387789,2026/05/30 15:37:27.481,0,NVIDIA B200,99,30,17742,183359,794.97,45
402.413788,2026/05/30 15:37:28.505,0,NVIDIA B200,98,29,17742,183359,792.42,45
403.437172,2026/05/30 15:37:29.529,0,NVIDIA B200,98,30,17742,183359,790.04,45
404.459299,2026/05/30 15:37:30.551,0,NVIDIA B200,98,27,17742,183359,792.32,45
405.557364,2026/05/30 15:37:31.610,0,NVIDIA B200,99,30,17742,183359,794.05,44
406.579569,2026/05/30 15:37:32.671,0,NVIDIA B200,98,30,17742,183359,791.63,45
407.605234,2026/05/30 15:37:33.694,0,NVIDIA B200,99,30,17742,183359,791.31,45
408.668597,2026/05/30 15:37:34.722,0,NVIDIA B200,98,31,17742,183359,788.71,45
409.691118,2026/05/30 15:37:35.783,0,NVIDIA B200,99,28,17742,183359,806.01,46
410.721142,2026/05/30 15:37:36.807,0,NVIDIA B200,99,28,17742,183359,812.44,46
411.744878,2026/05/30 15:37:37.836,0,NVIDIA B200,98,29,17742,183359,803.29,45
412.766493,2026/05/30 15:37:38.858,0,NVIDIA B200,98,29,17742,183359,796.02,45
413.807930,2026/05/30 15:37:39.897,0,NVIDIA B200,98,30,17742,183359,789.82,45
414.840604,2026/05/30 15:37:40.931,0,NVIDIA B200,98,30,17742,183359,783.81,45
415.865260,2026/05/30 15:37:41.956,0,NVIDIA B200,98,28,17742,183359,794.86,45
416.891065,2026/05/30 15:37:42.980,0,NVIDIA B200,99,30,17742,183359,796.02,45
417.915381,2026/05/30 15:37:44.005,0,NVIDIA B200,98,31,17742,183359,786.05,45
418.958020,2026/05/30 15:37:45.030,0,NVIDIA B200,98,30,17742,183359,793.68,45
419.981291,2026/05/30 15:37:46.072,0,NVIDIA B200,98,29,17742,183359,793.67,45
421.004295,2026/05/30 15:37:47.096,0,NVIDIA B200,98,31,17742,183359,786.47,45
422.027671,2026/05/30 15:37:48.119,0,NVIDIA B200,98,30,17742,183359,793.61,46
423.048798,2026/05/30 15:37:49.141,0,NVIDIA B200,98,30,17742,183359,798.73,46
424.070969,2026/05/30 15:37:50.163,0,NVIDIA B200,99,27,17742,183359,805.87,45
425.488928,2026/05/30 15:37:51.217,0,NVIDIA B200,99,28,17742,183359,811.82,46
426.510587,2026/05/30 15:37:52.602,0,NVIDIA B200,99,31,17742,183359,794.08,45
427.575765,2026/05/30 15:37:53.652,0,NVIDIA B200,99,30,17742,183359,795.68,45
428.606655,2026/05/30 15:37:54.695,0,NVIDIA B200,98,30,17742,183359,792.77,45
429.657730,2026/05/30 15:37:55.745,0,NVIDIA B200,98,30,17742,183359,789.58,44
430.681695,2026/05/30 15:37:56.773,0,NVIDIA B200,98,30,17742,183359,796.37,45
431.701856,2026/05/30 15:37:57.794,0,NVIDIA B200,99,31,17742,183359,792.55,44
432.734157,2026/05/30 15:37:58.824,0,NVIDIA B200,99,30,17742,183359,791.61,45
433.755299,2026/05/30 15:37:59.847,0,NVIDIA B200,98,30,17742,183359,794.81,45
434.776096,2026/05/30 15:38:00.868,0,NVIDIA B200,99,31,17742,183359,799.09,45
435.799500,2026/05/30 15:38:01.889,0,NVIDIA B200,98,29,17742,183359,790.19,44
436.846790,2026/05/30 15:38:02.920,0,NVIDIA B200,98,31,17742,183359,788.57,45
437.867627,2026/05/30 15:38:03.960,0,NVIDIA B200,98,28,17742,183359,793.26,45
438.889472,2026/05/30 15:38:04.981,0,NVIDIA B200,99,28,17742,183359,813.95,46
439.909624,2026/05/30 15:38:06.002,0,NVIDIA B200,99,28,17742,183359,812.12,46
440.937358,2026/05/30 15:38:07.024,0,NVIDIA B200,98,30,17742,183359,645.73,44
441.956879,2026/05/30 15:38:08.049,0,NVIDIA B200,98,27,17742,183359,791.68,45
442.977766,2026/05/30 15:38:09.068,0,NVIDIA B200,98,27,17742,183359,791.54,44
444.003874,2026/05/30 15:38:10.093,0,NVIDIA B200,98,30,17742,183359,792.79,45
445.025030,2026/05/30 15:38:11.117,0,NVIDIA B200,99,30,17742,183359,787.66,45
446.047005,2026/05/30 15:38:12.138,0,NVIDIA B200,98,30,17742,183359,794.75,43
447.128278,2026/05/30 15:38:13.217,0,NVIDIA B200,97,32,17742,183359,796.75,44
448.163374,2026/05/30 15:38:14.246,0,NVIDIA B200,98,30,17742,183359,792.39,45
449.249206,2026/05/30 15:38:15.332,0,NVIDIA B200,98,30,17742,183359,787.33,45
450.272618,2026/05/30 15:38:16.362,0,NVIDIA B200,95,28,17742,183359,789.91,46
451.334554,2026/05/30 15:38:17.386,0,NVIDIA B200,98,27,17742,183359,791.99,46
