elapsed_seconds,timestamp,index,name,gpu_util_percent,mem_util_percent,mem_used_mib,mem_total_mib,power_w,temp_c
405.497023,2026/05/30 14:15:49.411,0,NVIDIA B200,97,32,16846,183359,759.91,51
406.622657,2026/05/30 14:15:50.505,0,NVIDIA B200,97,28,16846,183359,757.28,50
407.680749,2026/05/30 14:15:51.602,0,NVIDIA B200,96,28,16846,183359,752.82,51
408.751538,2026/05/30 14:15:52.653,0,NVIDIA B200,96,28,16846,183359,754.98,51
409.795918,2026/05/30 14:15:53.719,0,NVIDIA B200,97,26,16846,183359,752.34,51
411.242269,2026/05/30 14:15:54.942,0,NVIDIA B200,96,28,16846,183359,749.47,51
412.298182,2026/05/30 14:15:56.215,0,NVIDIA B200,97,27,16846,183359,755.42,51
413.349592,2026/05/30 14:15:57.271,0,NVIDIA B200,98,27,16846,183359,777.46,51
414.399111,2026/05/30 14:15:58.320,0,NVIDIA B200,98,27,16846,183359,777.36,51
415.465039,2026/05/30 14:15:59.386,0,NVIDIA B200,96,28,16846,183359,752.43,51
416.560839,2026/05/30 14:16:00.441,0,NVIDIA B200,96,27,16846,183359,754.45,52
417.617834,2026/05/30 14:16:01.542,0,NVIDIA B200,97,28,16846,183359,760.17,49
418.661545,2026/05/30 14:16:02.583,0,NVIDIA B200,97,28,16846,183359,755.01,50
419.706959,2026/05/30 14:16:03.629,0,NVIDIA B200,96,27,16846,183359,760.88,51
420.745418,2026/05/30 14:16:04.667,0,NVIDIA B200,97,26,16846,183359,753.13,51
421.790511,2026/05/30 14:16:05.706,0,NVIDIA B200,96,28,16846,183359,753.72,50
422.832206,2026/05/30 14:16:06.755,0,NVIDIA B200,98,29,16846,183359,758.50,51
423.900814,2026/05/30 14:16:07.810,0,NVIDIA B200,97,31,16846,183359,757.10,51
424.953786,2026/05/30 14:16:08.871,0,NVIDIA B200,97,28,16846,183359,750.75,50
426.006741,2026/05/30 14:16:09.928,0,NVIDIA B200,97,28,16846,183359,759.17,51
427.070785,2026/05/30 14:16:10.988,0,NVIDIA B200,98,27,16846,183359,775.14,51
428.133155,2026/05/30 14:16:12.041,0,NVIDIA B200,98,26,16846,183359,779.05,51
429.862905,2026/05/30 14:16:13.132,0,NVIDIA B200,96,27,16846,183359,421.61,48
430.895020,2026/05/30 14:16:14.819,0,NVIDIA B200,99,29,16846,183359,753.65,51
431.981757,2026/05/30 14:16:15.879,0,NVIDIA B200,97,28,16846,183359,752.69,50
